term,estimate,std.error,seq
Occupancy_prob[1],0.999999993420828,2.0685145744298184e-7,a40b8280a18d111617a2eb04c17833c7
Occupancy_prob[2],0.9999999987440237,5.236263340369838e-8,a95c332fa64d3d34520c9e700e7749ad
Occupancy_prob[3],0.9999999987440237,5.236263340369838e-8,1c40309ae6e8dcc2990535b40ea23737
Occupancy_prob[4],0.999999993420828,2.0685145744298184e-7,8ec7a67cf998dddca7af1c875291c36c
Occupancy_prob[5],0.999999993420828,2.0685145744298184e-7,83d397a700d3500685d331ecbede89bc
Occupancy_prob[6],0.999999993420828,2.0685145744298184e-7,9da55c00f53f1e8900b76de551365a17
Occupancy_prob[7],0.999999993420828,2.0685145744298184e-7,88b59bff6c6df0ef28634a995f8ba76a
Occupancy_prob[8],0.999999993420828,2.0685145744298184e-7,5d688dd1f3defdbddff701173c05315b
Occupancy_prob[9],0.999999993420828,2.0685145744298184e-7,400de9ba73a924066192d9ef3d04ddf7
Occupancy_prob[10],0.999999993420828,2.0685145744298184e-7,2482f05144c762198da3cd920472ef27
Occupancy_prob[11],0.999999993420828,2.0685145744298184e-7,36239d662a5ff417e06d6675f6040c7b
Occupancy_prob[12],0.999999993420828,2.0685145744298184e-7,ada636ddd9bb31fb6a6b2e89041f042d
Occupancy_prob[13],0.999999993420828,2.0685145744298184e-7,88572bbab8b708777269572a6b531d86
Occupancy_prob[14],0.999999993420828,2.0685145744298184e-7,17effd53730df6e7b1345844df69640c
Occupancy_prob[15],0.999999993420828,2.0685145744298184e-7,7c6cc8db95e50a0e4593eaa45e0c18eb
Occupancy_prob[16],0.9999999987440237,5.236263340369838e-8,02b0ea30159b74dbecdca5a88073e3ab
Occupancy_prob[17],0.9999999987440237,5.236263340369838e-8,49ae511e387359b846c01ac0bc6781dd
Occupancy_prob[18],0.999999993420828,2.0685145744298184e-7,48beb59732795e3b0e08d30393a1d707
Occupancy_prob[19],0.9999999987440237,5.236263340369838e-8,9e732a8197e637848ef68ec106d2215a
Occupancy_prob[20],0.999999993420828,2.0685145744298184e-7,8c72675824ec8a4218ec39238bf227b8
Occupancy_prob[21],0.9999999987440237,5.236263340369838e-8,e8be043720f15529f8f2e387d6c1fa32
Occupancy_prob[22],0.999999993420828,2.0685145744298184e-7,57ba4b5ad765245bdab8cb48b0ccfef4
Occupancy_prob[23],0.999999993420828,2.0685145744298184e-7,b9dc98c240f0e2e45ab51a84864ed3f5
Occupancy_prob[24],0.999999993420828,2.0685145744298184e-7,267532246f318775fe0f38b59352a451
Occupancy_prob[25],0.999999993420828,2.0685145744298184e-7,a0340a30805931b74dd649439ad15b22
Occupancy_prob[26],0.999999993420828,2.0685145744298184e-7,669c32e971aa7aa288023b4923e15d61
Occupancy_prob[27],0.999999993420828,2.0685145744298184e-7,bd7e583e15fb10113208b4de8dd7ddd9
Occupancy_prob[28],0.999999993420828,2.0685145744298184e-7,d7110803387985533766a33f7478078c
Occupancy_prob[29],0.999999993420828,2.0685145744298184e-7,5f99e5ee0f03ab2a59162da334759341
Occupancy_prob[30],0.999999993420828,2.0685145744298184e-7,b96619fa2075e4d8fa9788ed1aab4379
