rep1,rep2,BrayCurtis_dist
VRP_1_3,VRP_1_1,0.5900599587130442
VRP_2_3,VRP_1_1,0.5308494917643294
VRP_3_1,VRP_1_1,0.5537450626513262
VRP_1_3,VRP_1_2,0.5671710995907383
VRP_2_3,VRP_1_2,0.5195884630506526
VRP_3_1,VRP_1_2,0.587851545775919
VRP_1_1,VRP_1_3,0.5900599587130442
VRP_1_2,VRP_1_3,0.5671710995907383
VRP_2_1,VRP_1_3,0.6141557743050075
VRP_2_2,VRP_1_3,0.6038515040996795
VRP_3_2,VRP_1_3,0.61122420073677175
VRP_3_3,VRP_1_3,0.49692836346034736
VRP_1_3,VRP_2_1,0.6141557743050075
VRP_2_3,VRP_2_1,0.5100361016788136
VRP_3_1,VRP_2_1,0.5850293734794253
VRP_1_3,VRP_2_2,0.6038515040996795
VRP_2_3,VRP_2_2,0.539397664699082
VRP_3_1,VRP_2_2,0.5729804765403768
VRP_1_1,VRP_2_3,0.5308494917643294
VRP_1_2,VRP_2_3,0.5195884630506526
VRP_2_1,VRP_2_3,0.5100361016788136
VRP_2_2,VRP_2_3,0.539397664699082
VRP_3_2,VRP_2_3,0.5612674732073983
VRP_1_1,VRP_3_1,0.5537450626513262
VRP_1_2,VRP_3_1,0.587851545775919
VRP_2_1,VRP_3_1,0.5850293734794253
VRP_2_2,VRP_3_1,0.5729804765403768
VRP_3_2,VRP_3_1,0.5743435273019574
VRP_3_3,VRP_3_1,0.672706389262685
VRP_1_3,VRP_3_2,0.61122420073677175
VRP_2_3,VRP_3_2,0.5612674732073983
VRP_3_1,VRP_3_2,0.5743435273019574
VRP_1_3,VRP_3_3,0.49692836346034736
VRP_3_1,VRP_3_3,0.672706389262685
