rep1,rep2,BrayCurtis_dist
VRP_2_3,VRP_1_1,0.8672982627361076
VRP_2_3,VRP_3_1,0.7906574128655727
VRP_2_3,VRP_1_2,0.8652078504254495
VRP_2_3,VRP_1_3,0.8215625384111442
VRP_2_3,VRP_2_1,0.7924334267222842
VRP_2_3,VRP_2_2,0.8172848615479831
VRP_2_3,VRP_3_2,0.8592758741967575
VRP_2_3,VRP_3_3,0.8468351253524001
VRP_1_1,VRP_2_3,0.8672982627361076
VRP_3_1,VRP_2_3,0.7906574128655727
VRP_1_2,VRP_2_3,0.8652078504254495
VRP_1_3,VRP_2_3,0.8215625384111442
VRP_2_1,VRP_2_3,0.7924334267222842
VRP_2_2,VRP_2_3,0.8172848615479831
VRP_3_2,VRP_2_3,0.8592758741967575
VRP_3_3,VRP_2_3,0.8468351253524001
