rep1,rep2,BrayCurtis_dist
FRP_1_2,FRP_1_1,0.8205505380951347
FRP_1_3,FRP_1_1,0.8352438373453522
FRP_2_1,FRP_1_1,0.8096308275325659
FRP_2_2,FRP_1_1,0.8165413586125345
FRP_1_1,FRP_1_2,0.8205505380951347
FRP_3_1,FRP_1_2,0.813837327103689
FRP_2_3,FRP_1_2,0.8121113274253046
FRP_3_2,FRP_1_2,0.8164213144929827
FRP_3_3,FRP_1_2,0.8269787911069136
FRP_1_1,FRP_1_3,0.8352438373453522
FRP_3_1,FRP_1_3,0.8320814464826117
FRP_2_3,FRP_1_3,0.8317351237725159
FRP_3_2,FRP_1_3,0.8345419692222651
FRP_3_3,FRP_1_3,0.845235684058357
FRP_1_1,FRP_2_1,0.8096308275325659
FRP_3_1,FRP_2_1,0.8050703431368256
FRP_2_3,FRP_2_1,0.8014374228722269
FRP_3_2,FRP_2_1,0.8063988145854599
FRP_3_3,FRP_2_1,0.8163646675373201
FRP_1_1,FRP_2_2,0.8165413586125345
FRP_3_1,FRP_2_2,0.8149309885293569
FRP_2_3,FRP_2_2,0.8090071395648137
FRP_3_2,FRP_2_2,0.81565614878302
FRP_3_3,FRP_2_2,0.8251804045438854
FRP_1_2,FRP_3_1,0.813837327103689
FRP_1_3,FRP_3_1,0.8320814464826117
FRP_2_1,FRP_3_1,0.8050703431368256
FRP_2_2,FRP_3_1,0.8149309885293569
FRP_1_2,FRP_2_3,0.8121113274253046
FRP_1_3,FRP_2_3,0.8317351237725159
FRP_2_1,FRP_2_3,0.8014374228722269
FRP_2_2,FRP_2_3,0.8090071395648137
FRP_1_2,FRP_3_2,0.8164213144929827
FRP_1_3,FRP_3_2,0.8345419692222651
FRP_2_1,FRP_3_2,0.8063988145854599
FRP_2_2,FRP_3_2,0.81565614878302
FRP_1_2,FRP_3_3,0.8269787911069136
FRP_1_3,FRP_3_3,0.845235684058357
FRP_2_1,FRP_3_3,0.8163646675373201
FRP_2_2,FRP_3_3,0.8251804045438854
